platform,id,title,owner,bounds,memoryUsage,label
windows,614305,Rust Programming Tutorial - YouTube - Microsoft Edge,"{'processId': 3033, 'path': 'C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe', 'name': 'Microsoft Edge'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",421538150,distraction
windows,123630,How to Cook the Perfect Steak - YouTube - Microsoft Edge,"{'processId': 24930, 'path': 'C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe', 'name': 'Microsoft Edge'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",425681295,distraction
windows,742279,The Stranglers - Golden Brown - YouTube - Google Chrome,"{'processId': 24590, 'path': 'C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe', 'name': 'Google Chrome'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",226251653,distraction
windows,606034,Epic Minecraft Let's Play - Part 3 - YouTube - Mozilla Firefox,"{'processId': 2475, 'path': 'C:\\Program Files\\Mozilla Firefox\\firefox.exe', 'name': 'Mozilla Firefox'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",228035833,distraction
windows,686870,The Stranglers - Golden Brown - YouTube - Mozilla Firefox,"{'processId': 30385, 'path': 'C:\\Program Files\\Mozilla Firefox\\firefox.exe', 'name': 'Mozilla Firefox'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",321727806,distraction
windows,258957,Top 10 Fails of 36 - YouTube - Google Chrome,"{'processId': 2289, 'path': 'C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe', 'name': 'Google Chrome'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",239010686,distraction
windows,551814,The Ultimate Guide to Cybersecurity - YouTube - Opera GX Internet Browser,"{'processId': 28987, 'path': 'C:\\Users\\Marwan\\AppData\\Local\\Programs\\Opera GX\\opera.exe', 'name': 'Opera GX Internet Browser'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",420076230,distraction
windows,943424,GTA 6 Gameplay Leaks - YouTube - Opera GX Internet Browser,"{'processId': 11812, 'path': 'C:\\Users\\Marwan\\AppData\\Local\\Programs\\Opera GX\\opera.exe', 'name': 'Opera GX Internet Browser'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",204073184,distraction
windows,591322,Learn Python in 10 Minutes - YouTube - Microsoft Edge,"{'processId': 45758, 'path': 'C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe', 'name': 'Microsoft Edge'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",295110383,distraction
windows,473634,Epic Minecraft Let's Play - Part 20 - YouTube - Microsoft Edge,"{'processId': 21378, 'path': 'C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe', 'name': 'Microsoft Edge'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",354636102,distraction
windows,985978,The Science of Black Holes - YouTube - Microsoft Edge,"{'processId': 3363, 'path': 'C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe', 'name': 'Microsoft Edge'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",453641245,distraction
windows,891486,Funny Cat Compilation 22 - YouTube - Google Chrome,"{'processId': 7642, 'path': 'C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe', 'name': 'Google Chrome'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",495661321,distraction
windows,191542,Funny Cat Compilation 47 - YouTube - Microsoft Edge,"{'processId': 26790, 'path': 'C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe', 'name': 'Microsoft Edge'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",281508728,work
windows,878421,ReactJS Crash Course - YouTube - Google Chrome,"{'processId': 4609, 'path': 'C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe', 'name': 'Google Chrome'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",336273689,distraction
windows,936386,LoFi Hip Hop Beats to Relax/Study To - YouTube - Google Chrome,"{'processId': 36072, 'path': 'C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe', 'name': 'Google Chrome'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",265200089,distraction
windows,757479,How to Cook the Perfect Steak - YouTube - Opera GX Internet Browser,"{'processId': 6318, 'path': 'C:\\Users\\Marwan\\AppData\\Local\\Programs\\Opera GX\\opera.exe', 'name': 'Opera GX Internet Browser'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",309737267,distraction
windows,514802,Rust Programming Tutorial - YouTube - Opera GX Internet Browser,"{'processId': 2321, 'path': 'C:\\Users\\Marwan\\AppData\\Local\\Programs\\Opera GX\\opera.exe', 'name': 'Opera GX Internet Browser'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",399453071,distraction
windows,296044,LoFi Hip Hop Beats to Relax/Study To - YouTube - Microsoft Edge,"{'processId': 40661, 'path': 'C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe', 'name': 'Microsoft Edge'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",279724191,distraction
windows,767329,The Stranglers - Golden Brown - YouTube - Microsoft Edge,"{'processId': 33752, 'path': 'C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe', 'name': 'Microsoft Edge'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",267591754,work
windows,233580,How to Cook the Perfect Steak - YouTube - Mozilla Firefox,"{'processId': 28799, 'path': 'C:\\Program Files\\Mozilla Firefox\\firefox.exe', 'name': 'Mozilla Firefox'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",294367089,distraction
windows,406241,Trackmania World Record Run 22 - YouTube - Microsoft Edge,"{'processId': 18644, 'path': 'C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe', 'name': 'Microsoft Edge'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",251460896,distraction
windows,727292,GTA 6 Gameplay Leaks - YouTube - Google Chrome,"{'processId': 9940, 'path': 'C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe', 'name': 'Google Chrome'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",292184976,distraction
windows,138850,History of the Roman Empire - YouTube - Opera GX Internet Browser,"{'processId': 26371, 'path': 'C:\\Users\\Marwan\\AppData\\Local\\Programs\\Opera GX\\opera.exe', 'name': 'Opera GX Internet Browser'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",464774830,distraction
windows,993898,Chess Grandmaster Tricks - YouTube - Google Chrome,"{'processId': 37160, 'path': 'C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe', 'name': 'Google Chrome'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",303106685,distraction
windows,450817,Funny Cat Compilation 37 - YouTube - Google Chrome,"{'processId': 20736, 'path': 'C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe', 'name': 'Google Chrome'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",327152482,distraction
windows,595197,Funny Cat Compilation 26 - YouTube - Microsoft Edge,"{'processId': 41016, 'path': 'C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe', 'name': 'Microsoft Edge'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",420127051,distraction
windows,406399,The Stranglers - Golden Brown - YouTube - Opera GX Internet Browser,"{'processId': 27326, 'path': 'C:\\Users\\Marwan\\AppData\\Local\\Programs\\Opera GX\\opera.exe', 'name': 'Opera GX Internet Browser'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",450692713,distraction
windows,727366,The Ultimate Guide to Cybersecurity - YouTube - Mozilla Firefox,"{'processId': 38483, 'path': 'C:\\Program Files\\Mozilla Firefox\\firefox.exe', 'name': 'Mozilla Firefox'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",227880467,work
windows,410372,LoFi Hip Hop Beats to Relax/Study To - YouTube - Microsoft Edge,"{'processId': 16188, 'path': 'C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe', 'name': 'Microsoft Edge'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",303333496,distraction
windows,685608,LoFi Hip Hop Beats to Relax/Study To - YouTube - Mozilla Firefox,"{'processId': 16840, 'path': 'C:\\Program Files\\Mozilla Firefox\\firefox.exe', 'name': 'Mozilla Firefox'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",258021764,work
windows,398816,GTA 6 Gameplay Leaks - YouTube - Mozilla Firefox,"{'processId': 28065, 'path': 'C:\\Program Files\\Mozilla Firefox\\firefox.exe', 'name': 'Mozilla Firefox'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",495287775,work
windows,646588,Productivity Tips for Students - YouTube - Opera GX Internet Browser,"{'processId': 36436, 'path': 'C:\\Users\\Marwan\\AppData\\Local\\Programs\\Opera GX\\opera.exe', 'name': 'Opera GX Internet Browser'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",324768428,distraction
windows,740369,Chess Grandmaster Tricks - YouTube - Mozilla Firefox,"{'processId': 46381, 'path': 'C:\\Program Files\\Mozilla Firefox\\firefox.exe', 'name': 'Mozilla Firefox'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",449043185,distraction
windows,907653,AI Will Change The World - YouTube - Mozilla Firefox,"{'processId': 41885, 'path': 'C:\\Program Files\\Mozilla Firefox\\firefox.exe', 'name': 'Mozilla Firefox'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",394377836,distraction
windows,324224,Learn Python in 10 Minutes - YouTube - Microsoft Edge,"{'processId': 28842, 'path': 'C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe', 'name': 'Microsoft Edge'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",256383525,distraction
windows,372237,The Ultimate Guide to Cybersecurity - YouTube - Opera GX Internet Browser,"{'processId': 9538, 'path': 'C:\\Users\\Marwan\\AppData\\Local\\Programs\\Opera GX\\opera.exe', 'name': 'Opera GX Internet Browser'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",379703672,work
windows,286572,Trackmania World Record Run 9 - YouTube - Google Chrome,"{'processId': 45899, 'path': 'C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe', 'name': 'Google Chrome'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",385536545,work
windows,200244,Top 10 Fails of 39 - YouTube - Opera GX Internet Browser,"{'processId': 47904, 'path': 'C:\\Users\\Marwan\\AppData\\Local\\Programs\\Opera GX\\opera.exe', 'name': 'Opera GX Internet Browser'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",360128351,distraction
windows,467538,Top 10 Fails of 37 - YouTube - Mozilla Firefox,"{'processId': 6591, 'path': 'C:\\Program Files\\Mozilla Firefox\\firefox.exe', 'name': 'Mozilla Firefox'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",300034067,distraction
windows,350450,How to Cook the Perfect Steak - YouTube - Mozilla Firefox,"{'processId': 20428, 'path': 'C:\\Program Files\\Mozilla Firefox\\firefox.exe', 'name': 'Mozilla Firefox'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",386081897,work
windows,191895,Trackmania World Record Run 14 - YouTube - Mozilla Firefox,"{'processId': 31014, 'path': 'C:\\Program Files\\Mozilla Firefox\\firefox.exe', 'name': 'Mozilla Firefox'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",305067421,distraction
windows,981989,Learn Python in 10 Minutes - YouTube - Mozilla Firefox,"{'processId': 32832, 'path': 'C:\\Program Files\\Mozilla Firefox\\firefox.exe', 'name': 'Mozilla Firefox'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",492721772,distraction
windows,782623,Funny Cat Compilation 13 - YouTube - Google Chrome,"{'processId': 21419, 'path': 'C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe', 'name': 'Google Chrome'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",222184529,distraction
windows,180054,Rust Programming Tutorial - YouTube - Opera GX Internet Browser,"{'processId': 13042, 'path': 'C:\\Users\\Marwan\\AppData\\Local\\Programs\\Opera GX\\opera.exe', 'name': 'Opera GX Internet Browser'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",247603366,distraction
windows,867391,Funny Cat Compilation 2 - YouTube - Opera GX Internet Browser,"{'processId': 33275, 'path': 'C:\\Users\\Marwan\\AppData\\Local\\Programs\\Opera GX\\opera.exe', 'name': 'Opera GX Internet Browser'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",472824840,distraction
windows,365884,The Science of Black Holes - YouTube - Mozilla Firefox,"{'processId': 3383, 'path': 'C:\\Program Files\\Mozilla Firefox\\firefox.exe', 'name': 'Mozilla Firefox'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",390764707,work
windows,205755,GTA 6 Gameplay Leaks - YouTube - Microsoft Edge,"{'processId': 10974, 'path': 'C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe', 'name': 'Microsoft Edge'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",207507342,distraction
windows,160079,Best Budget Laptops 4 - YouTube - Google Chrome,"{'processId': 35116, 'path': 'C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe', 'name': 'Google Chrome'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",369182130,distraction
windows,364194,Rust Programming Tutorial - YouTube - Google Chrome,"{'processId': 14308, 'path': 'C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe', 'name': 'Google Chrome'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",379339393,distraction
windows,438210,AI Will Change The World - YouTube - Google Chrome,"{'processId': 33839, 'path': 'C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe', 'name': 'Google Chrome'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",283519223,distraction
windows,756482,The Ultimate Guide to Cybersecurity - YouTube - Mozilla Firefox,"{'processId': 47600, 'path': 'C:\\Program Files\\Mozilla Firefox\\firefox.exe', 'name': 'Mozilla Firefox'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",406091097,distraction
windows,375588,Extreme Weather Documentary - YouTube - Opera GX Internet Browser,"{'processId': 39064, 'path': 'C:\\Users\\Marwan\\AppData\\Local\\Programs\\Opera GX\\opera.exe', 'name': 'Opera GX Internet Browser'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",272559559,distraction
windows,939909,Trackmania World Record Run 14 - YouTube - Microsoft Edge,"{'processId': 35182, 'path': 'C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe', 'name': 'Microsoft Edge'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",314582011,distraction
windows,606792,Top 10 Fails of 21 - YouTube - Google Chrome,"{'processId': 6019, 'path': 'C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe', 'name': 'Google Chrome'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",426615751,distraction
windows,443257,Best Budget Laptops 27 - YouTube - Google Chrome,"{'processId': 9743, 'path': 'C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe', 'name': 'Google Chrome'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",252482731,work
windows,639855,LoFi Hip Hop Beats to Relax/Study To - YouTube - Microsoft Edge,"{'processId': 4999, 'path': 'C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe', 'name': 'Microsoft Edge'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",354774394,distraction
windows,230470,GTA 6 Gameplay Leaks - YouTube - Google Chrome,"{'processId': 32046, 'path': 'C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe', 'name': 'Google Chrome'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",383063826,distraction
windows,755963,Learn Python in 10 Minutes - YouTube - Mozilla Firefox,"{'processId': 41964, 'path': 'C:\\Program Files\\Mozilla Firefox\\firefox.exe', 'name': 'Mozilla Firefox'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",222806426,distraction
windows,500510,How to Cook the Perfect Steak - YouTube - Opera GX Internet Browser,"{'processId': 37312, 'path': 'C:\\Users\\Marwan\\AppData\\Local\\Programs\\Opera GX\\opera.exe', 'name': 'Opera GX Internet Browser'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",454256877,work
windows,748012,LoFi Hip Hop Beats to Relax/Study To - YouTube - Google Chrome,"{'processId': 36591, 'path': 'C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe', 'name': 'Google Chrome'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",418494366,distraction
windows,919120,Learn Python in 10 Minutes - YouTube - Google Chrome,"{'processId': 25043, 'path': 'C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe', 'name': 'Google Chrome'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",286142019,distraction
windows,738409,Extreme Weather Documentary - YouTube - Microsoft Edge,"{'processId': 37992, 'path': 'C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe', 'name': 'Microsoft Edge'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",483870111,distraction
windows,780255,Unreal Engine 5 Beginner Tutorial - YouTube - Google Chrome,"{'processId': 37684, 'path': 'C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe', 'name': 'Google Chrome'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",316326924,distraction
windows,517172,History of the Roman Empire - YouTube - Microsoft Edge,"{'processId': 34759, 'path': 'C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe', 'name': 'Microsoft Edge'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",260540966,distraction
windows,193618,Funny Cat Compilation 38 - YouTube - Mozilla Firefox,"{'processId': 18908, 'path': 'C:\\Program Files\\Mozilla Firefox\\firefox.exe', 'name': 'Mozilla Firefox'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",276966551,distraction
windows,190175,Chess Grandmaster Tricks - YouTube - Mozilla Firefox,"{'processId': 15347, 'path': 'C:\\Program Files\\Mozilla Firefox\\firefox.exe', 'name': 'Mozilla Firefox'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",398320335,distraction
windows,855749,The Science of Black Holes - YouTube - Mozilla Firefox,"{'processId': 5596, 'path': 'C:\\Program Files\\Mozilla Firefox\\firefox.exe', 'name': 'Mozilla Firefox'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",344683745,distraction
windows,671198,The Science of Black Holes - YouTube - Microsoft Edge,"{'processId': 13231, 'path': 'C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe', 'name': 'Microsoft Edge'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",439209672,distraction
windows,461404,Trackmania World Record Run 15 - YouTube - Microsoft Edge,"{'processId': 39733, 'path': 'C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe', 'name': 'Microsoft Edge'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",361063992,distraction
windows,243302,AI Will Change The World - YouTube - Google Chrome,"{'processId': 9993, 'path': 'C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe', 'name': 'Google Chrome'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",442871144,distraction
windows,117765,Productivity Tips for Students - YouTube - Opera GX Internet Browser,"{'processId': 39859, 'path': 'C:\\Users\\Marwan\\AppData\\Local\\Programs\\Opera GX\\opera.exe', 'name': 'Opera GX Internet Browser'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",479334900,work
windows,175078,Funny Cat Compilation 15 - YouTube - Opera GX Internet Browser,"{'processId': 7604, 'path': 'C:\\Users\\Marwan\\AppData\\Local\\Programs\\Opera GX\\opera.exe', 'name': 'Opera GX Internet Browser'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",363774511,distraction
windows,115372,Top 10 Fails of 37 - YouTube - Google Chrome,"{'processId': 49141, 'path': 'C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe', 'name': 'Google Chrome'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",278281585,work
windows,999531,History of the Roman Empire - YouTube - Google Chrome,"{'processId': 6601, 'path': 'C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe', 'name': 'Google Chrome'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",497178028,distraction
windows,333437,Top 10 Fails of 8 - YouTube - Microsoft Edge,"{'processId': 26343, 'path': 'C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe', 'name': 'Microsoft Edge'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",466541647,distraction
windows,513340,Extreme Weather Documentary - YouTube - Google Chrome,"{'processId': 18364, 'path': 'C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe', 'name': 'Google Chrome'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",418608911,work
windows,437575,The Ultimate Guide to Cybersecurity - YouTube - Mozilla Firefox,"{'processId': 6921, 'path': 'C:\\Program Files\\Mozilla Firefox\\firefox.exe', 'name': 'Mozilla Firefox'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",267435934,work
windows,792425,Rust Programming Tutorial - YouTube - Google Chrome,"{'processId': 32632, 'path': 'C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe', 'name': 'Google Chrome'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",256891283,work
windows,371627,The Science of Black Holes - YouTube - Opera GX Internet Browser,"{'processId': 3004, 'path': 'C:\\Users\\Marwan\\AppData\\Local\\Programs\\Opera GX\\opera.exe', 'name': 'Opera GX Internet Browser'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",387885571,distraction
windows,299872,Extreme Weather Documentary - YouTube - Google Chrome,"{'processId': 8847, 'path': 'C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe', 'name': 'Google Chrome'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",311390600,work
windows,363750,Rust Programming Tutorial - YouTube - Mozilla Firefox,"{'processId': 36665, 'path': 'C:\\Program Files\\Mozilla Firefox\\firefox.exe', 'name': 'Mozilla Firefox'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",390062502,work
windows,117193,GTA 6 Gameplay Leaks - YouTube - Microsoft Edge,"{'processId': 46986, 'path': 'C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe', 'name': 'Microsoft Edge'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",202321512,distraction
windows,925827,History of the Roman Empire - YouTube - Opera GX Internet Browser,"{'processId': 36119, 'path': 'C:\\Users\\Marwan\\AppData\\Local\\Programs\\Opera GX\\opera.exe', 'name': 'Opera GX Internet Browser'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",265764697,distraction
windows,665927,Unreal Engine 5 Beginner Tutorial - YouTube - Opera GX Internet Browser,"{'processId': 47625, 'path': 'C:\\Users\\Marwan\\AppData\\Local\\Programs\\Opera GX\\opera.exe', 'name': 'Opera GX Internet Browser'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",367100793,distraction
windows,756643,Extreme Weather Documentary - YouTube - Google Chrome,"{'processId': 42394, 'path': 'C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe', 'name': 'Google Chrome'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",331741879,distraction
windows,633310,AI Will Change The World - YouTube - Microsoft Edge,"{'processId': 20514, 'path': 'C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe', 'name': 'Microsoft Edge'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",491084153,distraction
windows,551699,AI Will Change The World - YouTube - Google Chrome,"{'processId': 17288, 'path': 'C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe', 'name': 'Google Chrome'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",394756671,distraction
windows,518063,ReactJS Crash Course - YouTube - Opera GX Internet Browser,"{'processId': 43828, 'path': 'C:\\Users\\Marwan\\AppData\\Local\\Programs\\Opera GX\\opera.exe', 'name': 'Opera GX Internet Browser'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",431155203,distraction
windows,441924,Extreme Weather Documentary - YouTube - Mozilla Firefox,"{'processId': 12065, 'path': 'C:\\Program Files\\Mozilla Firefox\\firefox.exe', 'name': 'Mozilla Firefox'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",278046123,distraction
windows,937555,AI Will Change The World - YouTube - Google Chrome,"{'processId': 25470, 'path': 'C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe', 'name': 'Google Chrome'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",290133267,distraction
windows,268251,LoFi Hip Hop Beats to Relax/Study To - YouTube - Opera GX Internet Browser,"{'processId': 32650, 'path': 'C:\\Users\\Marwan\\AppData\\Local\\Programs\\Opera GX\\opera.exe', 'name': 'Opera GX Internet Browser'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",222888530,distraction
windows,760677,Chess Grandmaster Tricks - YouTube - Mozilla Firefox,"{'processId': 9321, 'path': 'C:\\Program Files\\Mozilla Firefox\\firefox.exe', 'name': 'Mozilla Firefox'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",471812864,work
windows,943065,Productivity Tips for Students - YouTube - Google Chrome,"{'processId': 39630, 'path': 'C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe', 'name': 'Google Chrome'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",423684683,distraction
windows,736891,Epic Minecraft Let's Play - Part 27 - YouTube - Microsoft Edge,"{'processId': 26462, 'path': 'C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\msedge.exe', 'name': 'Microsoft Edge'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",362386147,distraction
windows,845198,Chess Grandmaster Tricks - YouTube - Mozilla Firefox,"{'processId': 12539, 'path': 'C:\\Program Files\\Mozilla Firefox\\firefox.exe', 'name': 'Mozilla Firefox'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",410753499,distraction
windows,683500,Rust Programming Tutorial - YouTube - Opera GX Internet Browser,"{'processId': 46152, 'path': 'C:\\Users\\Marwan\\AppData\\Local\\Programs\\Opera GX\\opera.exe', 'name': 'Opera GX Internet Browser'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",275871563,distraction
windows,531163,Best Budget Laptops 10 - YouTube - Opera GX Internet Browser,"{'processId': 46407, 'path': 'C:\\Users\\Marwan\\AppData\\Local\\Programs\\Opera GX\\opera.exe', 'name': 'Opera GX Internet Browser'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",417874875,distraction
windows,439543,The Science of Black Holes - YouTube - Google Chrome,"{'processId': 44342, 'path': 'C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe', 'name': 'Google Chrome'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",325678730,distraction
windows,929957,Unreal Engine 5 Beginner Tutorial - YouTube - Google Chrome,"{'processId': 10288, 'path': 'C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe', 'name': 'Google Chrome'}","{'x': -9, 'y': -9, 'width': 1938, 'height': 1038}",274425775,distraction
